id,group_random,group_random_dummy,Y0,Y1
6340,control,0,3,4.2
6341,control,0,6,8
6342,control,0,4,7.2
6343,treatment,1,6,9
6344,control,0,11,14.2
6345,treatment,1,2,5.2
6346,control,0,8,9.2
6347,control,0,8,11
6348,treatment,1,7,9.2
6349,control,0,5,7.2
6350,control,0,3,4.2
6351,treatment,1,10,11.2
6352,control,0,8,11.2
6353,treatment,1,5,6.2
6354,treatment,1,8,10
6355,treatment,1,4,6
6356,treatment,1,5,7
6357,treatment,1,2,3
6358,treatment,1,10,12
6359,control,0,6,7
6360,control,0,4,5.2
6361,treatment,1,2,4.2
6362,control,0,8,10
6363,treatment,1,8,9
6364,control,0,9,10
6365,control,0,10,12.2
6366,control,0,7,9
6367,treatment,1,2,4.2
6368,treatment,1,11,13.2
6369,treatment,1,5,6
6370,treatment,1,10,12.2
6371,control,0,10,12.2
6372,treatment,1,7,9
6373,treatment,1,3,4
6374,treatment,1,3,6.2
6375,control,0,6,9.2
6376,control,0,3,4
6377,control,0,3,4.2
6378,treatment,1,3,5
6379,treatment,1,2,4
6380,treatment,1,7,8
6381,control,0,7,9
6382,treatment,1,1,3
6383,treatment,1,8,9.2
6384,treatment,1,7,10.2
6385,treatment,1,9,11
6386,treatment,1,7,8.2
6387,control,0,8,11.2
6388,treatment,1,7,10.2
6389,treatment,1,3,4
6390,control,0,11,12.2
6391,treatment,1,2,5.2
6392,control,0,2,5.2
6393,treatment,1,4,6.2
6394,treatment,1,5,7.2
6395,treatment,1,4,5
6396,treatment,1,3,4.2
6397,treatment,1,7,9
6398,control,0,6,9.2
6399,treatment,1,3,6
6400,treatment,1,9,12
6401,control,0,9,11
6402,control,0,3,6.2
6403,treatment,1,6,8
6404,treatment,1,5,6.2
6405,treatment,1,6,7
6406,treatment,1,4,6
6407,control,0,7,8
6408,control,0,2,5.2
6409,control,0,5,6
6410,treatment,1,2,3
6411,treatment,1,2,3.2
6412,treatment,1,9,11.2
6413,treatment,1,5,7.2
6414,treatment,1,4,6.2
6415,control,0,5,8.2
6416,treatment,1,9,11
6417,control,0,2,4
6418,treatment,1,7,10
6419,control,0,8,9
6420,treatment,1,9,12
6421,treatment,1,3,5.2
6422,control,0,2,4
6423,control,0,3,5.2
6424,control,0,6,8.2
6425,treatment,1,4,6.2
6426,control,0,2,5
6427,treatment,1,11,13.2
6428,control,0,6,9.2
6429,control,0,1,4
6430,treatment,1,1,3
6431,treatment,1,6,7.2
6432,control,0,4,7
6433,control,0,7,8
6434,treatment,1,5,6
6435,treatment,1,4,5
6436,control,0,9,12
6437,control,0,7,9.2
6438,control,0,4,6.2
6439,treatment,1,11,13.2
6440,treatment,1,6,7
6441,control,0,4,7.2
6442,control,0,7,8
6443,treatment,1,1,4
6444,control,0,10,11.2
6445,control,0,10,11.2
6446,control,0,10,11.2
6447,control,0,10,11.2
6448,treatment,1,7,8
6449,control,0,9,12
6450,treatment,1,3,5.2
6451,treatment,1,10,13.2
6452,control,0,9,12
6453,control,0,6,8
6454,control,0,5,6.2
6455,control,0,1,2
6456,control,0,7,8
6457,control,0,5,6
6458,treatment,1,7,10
6459,treatment,1,4,6.2
6460,treatment,1,4,5
6461,control,0,8,10
6462,control,0,11,13.2
6463,treatment,1,7,10
6464,control,0,10,12.2
6465,treatment,1,2,4
6466,treatment,1,5,7.2
6467,control,0,4,5
6468,treatment,1,3,6.2
6469,control,0,11,13.2
6470,treatment,1,3,4.2
6471,treatment,1,8,9.2
6472,control,0,1,4
6473,control,0,5,8.2
6474,control,0,6,9
6475,treatment,1,9,12.2
6476,control,0,7,10.2
6477,control,0,9,11
6478,control,0,5,6
6479,treatment,1,4,5.2
6480,treatment,1,9,10.2
6481,control,0,3,4
6482,treatment,1,3,6
6483,treatment,1,6,9
6484,control,0,7,9.2
6485,treatment,1,10,11.2
6486,treatment,1,5,8
6487,control,0,10,12.2
6488,control,0,8,11.2
6489,control,0,4,6.2
6490,treatment,1,4,5.2
6491,control,0,4,7
6492,control,0,8,9.2
6493,control,0,8,10
6494,treatment,1,2,3
6495,control,0,1,4
6496,treatment,1,3,6.2
6497,control,0,9,10.2
6498,control,0,2,3
6499,control,0,3,6.2
6500,treatment,1,7,9
6501,control,0,6,8.2
6502,treatment,1,2,5
6503,control,0,4,7.2
6504,treatment,1,7,10
6505,control,0,9,10
6506,control,0,9,10.2
6507,treatment,1,6,7.2
6508,treatment,1,7,8
6509,control,0,1,3
6510,treatment,1,3,6
6511,control,0,9,11.2
6512,treatment,1,8,11
6513,control,0,8,11
6514,control,0,8,11
6515,control,0,11,13.2
6516,control,0,3,5
6517,control,0,4,6.2
6518,treatment,1,9,10
6519,treatment,1,8,11
6520,control,0,2,5
6521,control,0,3,6.2
6522,control,0,10,11.2
6523,treatment,1,3,4
6524,treatment,1,11,13.2
6525,treatment,1,2,4.2
6526,treatment,1,5,8
6527,treatment,1,7,8.2
6528,control,0,5,6
6529,control,0,2,4.2
6530,control,0,9,11
6531,treatment,1,10,11
6532,control,0,1,3
6533,treatment,1,7,10.2
6534,treatment,1,1,4
6535,treatment,1,2,4.2
6536,control,0,9,10.2
6537,treatment,1,6,8.2
6538,control,0,11,12.2
6539,treatment,1,4,6.2
6540,control,0,6,9
6541,treatment,1,9,10.2
6542,treatment,1,9,11.2
6543,treatment,1,9,10.2
6544,control,0,5,8.2
6545,control,0,5,8.2
6546,treatment,1,1,2
6547,control,0,5,8.2
6548,control,0,10,11
6549,control,0,10,12
6550,treatment,1,6,8
6551,treatment,1,7,10
6552,control,0,10,13
6553,treatment,1,3,5
6554,treatment,1,4,5
6555,control,0,5,6.2
6556,treatment,1,2,3.2
6557,treatment,1,6,8
6558,treatment,1,7,8
6559,treatment,1,8,10.2
6560,treatment,1,5,6.2
6561,control,0,1,4
6562,control,0,1,4
6563,control,0,3,4
6564,treatment,1,10,12
6565,treatment,1,11,14.2
6566,treatment,1,5,8
6567,treatment,1,10,12
6568,treatment,1,7,9.2
6569,treatment,1,3,6
6570,treatment,1,4,6
6571,treatment,1,7,9
6572,treatment,1,8,10
6573,treatment,1,3,6
6574,control,0,4,5.2
6575,treatment,1,5,8.2
6576,control,0,4,5
6577,control,0,7,8
6578,control,0,7,10.2
6579,control,0,8,10
6580,treatment,1,4,5.2
6581,control,0,3,4
6582,control,0,11,13.2
6583,treatment,1,10,11
6584,control,0,11,13.2
6585,treatment,1,4,7
6586,control,0,4,5.2
6587,treatment,1,2,4.2
6588,control,0,7,9.2
6589,treatment,1,3,6
6590,control,0,5,6.2
6591,control,0,6,9
6592,control,0,6,7
6593,control,0,2,3
6594,control,0,2,5.2
6595,treatment,1,4,5
6596,treatment,1,6,8.2
6597,control,0,2,5.2
6598,control,0,7,10.2
6599,control,0,3,4
6600,control,0,7,8.2
6601,control,0,2,5
6602,treatment,1,1,2
6603,treatment,1,10,11.2
6604,control,0,3,4
6605,treatment,1,4,7
6606,control,0,3,6
6607,treatment,1,2,5
6608,control,0,10,12
6609,treatment,1,7,9.2
6610,control,0,10,12.2
6611,treatment,1,11,12.2
6612,control,0,6,7
6613,treatment,1,9,12
6614,control,0,11,14.2
6615,control,0,9,11.2
6616,control,0,7,10.2
6617,control,0,2,3
6618,treatment,1,8,10.2
6619,control,0,11,13.2
6620,treatment,1,10,13.2
6621,treatment,1,3,4.2
6622,treatment,1,11,14.2
6623,treatment,1,8,11.2
6624,control,0,1,2
6625,control,0,4,6
6626,treatment,1,3,5
6627,control,0,7,9.2
6628,treatment,1,6,8.2
6629,treatment,1,8,9.2
6630,control,0,1,4
6631,treatment,1,5,8
6632,treatment,1,8,10.2
6633,control,0,8,11.2
6634,control,0,5,7.2
6635,control,0,9,12.2
6636,control,0,8,9
6637,treatment,1,5,8
6638,treatment,1,5,8
6639,control,0,8,10.2
6640,control,0,8,10.2
6641,treatment,1,9,10
6642,control,0,2,4
6643,control,0,3,5.2
6644,treatment,1,5,7.2
6645,treatment,1,2,4.2
6646,control,0,6,8
6647,treatment,1,7,8.2
6648,treatment,1,10,12
6649,treatment,1,6,8.2
6650,control,0,9,10
6651,control,0,1,4
6652,treatment,1,3,5
6653,treatment,1,3,5.2
6654,control,0,9,11.2
6655,treatment,1,8,9
6656,treatment,1,3,6
6657,control,0,6,9.2
6658,control,0,10,11
6659,control,0,8,10.2
6660,treatment,1,2,5.2
6661,control,0,8,9.2
6662,control,0,11,14.2
6663,treatment,1,8,9
6664,treatment,1,1,4
6665,treatment,1,4,7
6666,treatment,1,7,10
6667,treatment,1,1,3
6668,control,0,8,10
6669,treatment,1,1,3
6670,treatment,1,11,13.2
6671,control,0,11,13.2
6672,treatment,1,1,2
6673,control,0,9,10
6674,control,0,7,8
6675,treatment,1,2,4
6676,treatment,1,3,6
6677,control,0,8,9.2
6678,control,0,11,14.2
6679,control,0,7,8.2
6680,control,0,9,12.2
6681,treatment,1,3,5.2
6682,treatment,1,4,6
6683,treatment,1,5,8.2
6684,control,0,3,4.2
6685,control,0,8,11
6686,control,0,3,4.2
6687,treatment,1,5,8
6688,treatment,1,5,7.2
6689,treatment,1,7,9.2
6690,control,0,7,10
6691,control,0,6,9.2
6692,control,0,4,7
6693,control,0,7,9
6694,control,0,11,13.2
6695,control,0,9,11
6696,control,0,2,4.2
6697,control,0,9,11.2
6698,control,0,1,3
6699,control,0,10,11
6700,control,0,3,5.2
6701,treatment,1,2,3.2
6702,treatment,1,5,7
6703,control,0,8,10.2
6704,treatment,1,3,5
6705,control,0,4,7.2
6706,treatment,1,3,5.2
6707,treatment,1,10,13.2
6708,treatment,1,9,10.2
6709,control,0,11,13.2
6710,treatment,1,1,2
6711,control,0,4,7
6712,treatment,1,1,2
6713,control,0,7,10.2
6714,control,0,2,3
6715,control,0,3,6
6716,treatment,1,6,7
6717,control,0,2,4.2
6718,treatment,1,8,10
6719,treatment,1,9,12
6720,treatment,1,8,9
6721,treatment,1,2,5.2
6722,treatment,1,3,4.2
6723,control,0,1,3
6724,treatment,1,2,3.2
6725,control,0,9,12
6726,control,0,1,2
6727,control,0,4,5.2
6728,treatment,1,8,10.2
6729,treatment,1,8,10.2
6730,control,0,7,9
6731,treatment,1,3,4
6732,control,0,10,11
6733,treatment,1,3,4
6734,control,0,5,8
6735,treatment,1,9,12
6736,control,0,4,6
6737,treatment,1,2,5.2
6738,treatment,1,7,9.2
6739,treatment,1,7,9
6740,control,0,8,9.2
6741,treatment,1,7,8.2
6742,control,0,8,9.2
6743,control,0,7,10.2
6744,control,0,2,4
6745,control,0,3,6.2
6746,control,0,9,11.2
6747,control,0,8,11
6748,treatment,1,6,7.2
6749,control,0,4,7.2
6750,control,0,10,12.2
6751,treatment,1,1,3
6752,control,0,7,10.2
6753,control,0,8,10.2
6754,control,0,4,5.2
6755,treatment,1,5,8
6756,control,0,2,5
6757,control,0,11,14.2
6758,treatment,1,6,9
6759,treatment,1,2,5.2
6760,control,0,5,6
6761,treatment,1,5,8
6762,treatment,1,7,9.2
6763,control,0,5,7
6764,control,0,6,8
6765,control,0,5,7
6766,treatment,1,1,4
6767,treatment,1,2,3
6768,treatment,1,2,5.2
6769,control,0,5,7.2
6770,control,0,10,12.2
6771,control,0,11,13.2
6772,control,0,10,13
6773,treatment,1,8,11
6774,treatment,1,6,8
6775,treatment,1,9,11.2
6776,control,0,6,8.2
6777,control,0,6,9.2
6778,control,0,3,4.2
6779,control,0,6,7
6780,control,0,3,4
6781,treatment,1,7,8.2
6782,treatment,1,5,8
6783,control,0,7,9.2
6784,control,0,10,13
6785,control,0,8,9
6786,treatment,1,7,8.2
6787,treatment,1,5,7.2
6788,control,0,8,10.2
6789,treatment,1,8,10.2
6790,treatment,1,11,14.2
6791,control,0,7,10
6792,treatment,1,3,4.2
6793,treatment,1,10,13.2
6794,treatment,1,4,7
6795,treatment,1,2,3
6796,control,0,4,6
6797,control,0,9,12.2
6798,treatment,1,7,10
6799,control,0,6,9
6800,control,0,9,12
6801,treatment,1,8,9
6802,control,0,5,8
6803,treatment,1,7,10.2
6804,treatment,1,10,11
6805,control,0,9,10
6806,control,0,2,4.2
6807,control,0,10,11.2
6808,control,0,10,11.2
6809,treatment,1,6,7
6810,control,0,5,8.2
6811,treatment,1,4,5
6812,control,0,9,11.2
6813,treatment,1,8,9
6814,treatment,1,3,4.2
6815,treatment,1,9,11.2
6816,treatment,1,8,9.2
6817,treatment,1,10,12
6818,treatment,1,7,8.2
6819,control,0,9,12.2
6820,treatment,1,6,7.2
6821,treatment,1,6,8.2
6822,control,0,1,2
6823,treatment,1,4,5
6824,control,0,3,5.2
6825,treatment,1,8,9.2
6826,treatment,1,2,5
6827,treatment,1,2,5
6828,control,0,3,6
6829,treatment,1,2,4
6830,control,0,5,8.2
6831,control,0,8,11
6832,control,0,9,10
6833,control,0,4,6.2
6834,control,0,5,7.2
6835,treatment,1,5,6.2
6836,treatment,1,4,5
6837,control,0,6,7
6838,treatment,1,5,6.2
6839,treatment,1,8,10
6840,treatment,1,9,10
6841,treatment,1,9,11.2
6842,control,0,3,5
6843,treatment,1,7,8
6844,control,0,4,7.2
6845,control,0,6,9
6846,treatment,1,11,13.2
6847,treatment,1,7,10
6848,treatment,1,8,10.2
6849,treatment,1,3,5
6850,treatment,1,1,3
6851,treatment,1,5,7.2
6852,control,0,3,5.2
6853,control,0,6,9
6854,treatment,1,2,3.2
6855,treatment,1,4,5.2
6856,control,0,10,12
6857,treatment,1,6,8
6858,treatment,1,6,8
6859,control,0,11,14.2
6860,control,0,3,4.2
6861,control,0,9,12
6862,control,0,5,6.2
6863,control,0,1,4
6864,control,0,8,9.2
6865,treatment,1,10,12.2
6866,treatment,1,2,3
6867,treatment,1,4,7.2
6868,treatment,1,3,4.2
6869,control,0,10,11
6870,treatment,1,6,7.2
6871,treatment,1,2,4.2
6872,control,0,8,10.2
6873,control,0,9,11.2
6874,control,0,4,5
6875,control,0,8,11
6876,control,0,3,5
6877,treatment,1,2,3
6878,treatment,1,3,4
6879,control,0,10,12.2
6880,treatment,1,8,9
6881,control,0,1,3
6882,control,0,2,3
6883,control,0,8,11
6884,treatment,1,11,13.2
6885,control,0,5,7
6886,treatment,1,9,10.2
6887,control,0,2,3.2
6888,control,0,6,7.2
6889,treatment,1,7,8
6890,control,0,11,12.2
6891,treatment,1,9,10
6892,control,0,4,7
6893,control,0,1,3
6894,treatment,1,2,3
6895,control,0,4,5
6896,control,0,2,4.2
6897,treatment,1,9,10.2
6898,treatment,1,11,14.2
6899,control,0,2,4.2
6900,treatment,1,4,6.2
6901,control,0,4,6.2
6902,treatment,1,9,10
6903,treatment,1,2,3
6904,treatment,1,5,8.2
6905,treatment,1,3,4
6906,treatment,1,8,10
6907,control,0,5,6.2
6908,control,0,8,10
6909,control,0,4,6.2
6910,treatment,1,10,13.2
6911,treatment,1,6,7.2
6912,treatment,1,1,4
6913,control,0,10,13
6914,control,0,8,10
6915,treatment,1,11,12.2
6916,control,0,7,9.2
6917,treatment,1,4,7.2
6918,control,0,3,6.2
6919,control,0,8,10
6920,control,0,4,6.2
6921,control,0,6,7
6922,control,0,3,5
6923,control,0,5,8
6924,treatment,1,3,4
6925,treatment,1,2,3.2
6926,control,0,4,5.2
6927,control,0,5,7.2
6928,treatment,1,3,4
6929,treatment,1,8,10.2
6930,treatment,1,7,9
6931,treatment,1,3,6
6932,control,0,9,10
6933,treatment,1,6,7
6934,control,0,4,6
6935,treatment,1,11,13.2
6936,treatment,1,2,4
6937,control,0,1,3
6938,treatment,1,3,5
6939,treatment,1,7,10.2
6940,treatment,1,6,9.2
6941,control,0,2,3.2
6942,control,0,6,8.2
6943,treatment,1,5,8.2
6944,treatment,1,7,8
6945,treatment,1,3,6.2
6946,control,0,9,12.2
6947,control,0,10,12.2
6948,treatment,1,4,7
6949,treatment,1,11,12.2
6950,treatment,1,9,12
6951,control,0,3,6
6952,treatment,1,2,3
6953,treatment,1,4,6.2
6954,control,0,8,9.2
6955,treatment,1,6,9
6956,control,0,3,4
6957,treatment,1,4,7
6958,control,0,10,13.2
6959,treatment,1,3,5.2
6960,treatment,1,6,7.2
6961,treatment,1,5,6
6962,treatment,1,10,12
6963,treatment,1,5,6
6964,treatment,1,6,9
6965,treatment,1,5,7.2
6966,control,0,9,12.2
6967,control,0,10,11.2
6968,control,0,6,7
6969,treatment,1,4,7.2
6970,control,0,8,9
6971,treatment,1,11,14.2
6972,treatment,1,7,9
6973,treatment,1,8,10
6974,treatment,1,1,2
6975,control,0,11,12.2
6976,treatment,1,7,8
6977,control,0,3,6.2
6978,treatment,1,10,11
6979,control,0,4,7
6980,control,0,8,9.2
6981,treatment,1,8,10.2
6982,control,0,6,9.2
6983,control,0,4,5.2
6984,treatment,1,3,6.2
6985,control,0,7,8.2
6986,treatment,1,1,3
6987,control,0,8,10
6988,treatment,1,2,5.2
6989,control,0,7,10
6990,control,0,11,12.2
6991,treatment,1,8,10.2
6992,control,0,9,10
6993,control,0,8,9
6994,treatment,1,4,6.2
6995,treatment,1,4,6.2
6996,control,0,6,7
6997,treatment,1,2,5.2
6998,control,0,2,5.2
6999,control,0,1,4
7000,treatment,1,6,8.2
7001,treatment,1,9,11.2
7002,treatment,1,9,12.2
7003,treatment,1,8,9
7004,control,0,6,9
7005,treatment,1,7,8.2
7006,control,0,9,10.2
7007,control,0,3,6.2
7008,control,0,6,9.2
7009,control,0,6,7
7010,treatment,1,7,9
7011,control,0,5,8
7012,treatment,1,6,7.2
7013,treatment,1,10,11.2
7014,treatment,1,10,12.2
7015,control,0,9,11
7016,treatment,1,2,5.2
7017,control,0,9,11
7018,treatment,1,4,7
7019,control,0,8,9.2
7020,control,0,3,5.2
7021,treatment,1,6,8.2
7022,control,0,4,5
7023,treatment,1,3,6.2
7024,treatment,1,10,12.2
7025,treatment,1,11,13.2
7026,treatment,1,11,13.2
7027,treatment,1,6,7
7028,control,0,6,7
7029,control,0,3,6
7030,treatment,1,8,11
7031,control,0,1,4
7032,treatment,1,10,13
7033,treatment,1,10,11.2
7034,control,0,6,7
7035,treatment,1,4,7.2
7036,control,0,4,7
7037,control,0,10,13.2
7038,treatment,1,6,9.2
7039,treatment,1,11,13.2
7040,control,0,2,3
7041,treatment,1,9,10
7042,treatment,1,8,11.2
7043,treatment,1,11,12.2
7044,treatment,1,8,11
7045,control,0,9,10
7046,treatment,1,5,7.2
7047,treatment,1,6,9
7048,treatment,1,2,5.2
7049,control,0,9,10.2
7050,control,0,7,8
7051,treatment,1,3,4
7052,treatment,1,8,11.2
7053,control,0,10,11
7054,control,0,9,12.2
7055,control,0,7,10
7056,treatment,1,1,4
7057,control,0,9,10.2
7058,treatment,1,7,8
7059,control,0,6,7
7060,treatment,1,6,9
7061,treatment,1,8,9.2
7062,control,0,3,6.2
7063,treatment,1,2,4
7064,treatment,1,9,11
7065,treatment,1,3,6.2
7066,treatment,1,9,10.2
7067,control,0,2,3.2
7068,control,0,3,6.2
7069,treatment,1,8,9
7070,control,0,11,13.2
7071,treatment,1,4,7.2
7072,treatment,1,3,5
7073,treatment,1,7,9.2
7074,treatment,1,10,12.2
7075,treatment,1,8,9.2
7076,treatment,1,11,13.2
7077,treatment,1,1,2
7078,control,0,10,13
7079,control,0,7,8.2
7080,control,0,10,13
7081,control,0,2,4
7082,treatment,1,3,6.2
7083,control,0,7,8.2
7084,control,0,6,9.2
7085,control,0,6,9.2
7086,control,0,8,11
7087,control,0,3,6.2
7088,treatment,1,7,9.2
7089,control,0,11,12.2
7090,treatment,1,3,5.2
7091,control,0,5,6.2
7092,control,0,11,14.2
7093,treatment,1,6,8.2
7094,treatment,1,11,14.2
7095,control,0,4,5
7096,control,0,9,12.2
7097,control,0,5,7.2
7098,treatment,1,4,6.2
7099,treatment,1,6,8.2
7100,control,0,11,14.2
7101,control,0,2,4
7102,control,0,3,4.2
7103,control,0,6,7
7104,control,0,3,4
7105,treatment,1,7,9
7106,treatment,1,10,12.2
7107,control,0,2,5.2
7108,control,0,3,4.2
7109,control,0,4,5
7110,treatment,1,10,12
7111,treatment,1,3,5
7112,treatment,1,4,5.2
7113,treatment,1,5,6.2
7114,control,0,1,2
7115,control,0,6,8
7116,treatment,1,5,7.2
7117,control,0,9,10.2
7118,treatment,1,4,7.2
7119,control,0,4,7.2
7120,treatment,1,8,10
7121,treatment,1,9,10.2
7122,treatment,1,8,10.2
7123,treatment,1,7,10
7124,control,0,9,11.2
7125,treatment,1,4,6.2
7126,treatment,1,3,4.2
7127,treatment,1,3,5.2
7128,treatment,1,7,9.2
7129,control,0,3,4
7130,control,0,2,5.2
7131,treatment,1,11,13.2
7132,control,0,6,9
7133,control,0,7,9.2
7134,control,0,6,9
7135,control,0,10,11
7136,treatment,1,10,11
7137,control,0,2,4
7138,control,0,8,10.2
7139,treatment,1,9,12.2
7140,control,0,7,9
7141,treatment,1,3,6
7142,treatment,1,6,8
7143,treatment,1,9,11.2
7144,treatment,1,7,9.2
7145,control,0,5,6.2
7146,control,0,5,8
7147,control,0,9,12
7148,treatment,1,3,4
7149,control,0,3,4
7150,treatment,1,9,11
7151,control,0,7,10.2
7152,control,0,6,9
7153,treatment,1,8,10.2
7154,control,0,11,14.2
7155,treatment,1,7,10.2
7156,treatment,1,11,14.2
7157,treatment,1,7,10
7158,treatment,1,4,7.2
7159,control,0,1,3
7160,control,0,10,11
7161,control,0,3,6.2
7162,control,0,1,2
7163,treatment,1,7,10
7164,control,0,2,5
7165,control,0,8,9
7166,control,0,10,12.2
7167,treatment,1,2,5
7168,treatment,1,3,4
7169,control,0,11,13.2
7170,control,0,9,11.2
7171,treatment,1,10,11
7172,control,0,8,10.2
7173,treatment,1,3,4.2
7174,treatment,1,2,5
7175,control,0,9,11
7176,control,0,2,5
7177,control,0,8,9.2
7178,treatment,1,4,5
7179,treatment,1,10,12
7180,control,0,8,9.2
7181,treatment,1,7,8
7182,treatment,1,2,5
7183,treatment,1,7,10.2
7184,treatment,1,4,6
7185,control,0,3,6.2
7186,control,0,4,7.2
7187,control,0,2,5.2
7188,treatment,1,8,11.2
7189,control,0,10,12
7190,control,0,8,9.2
7191,control,0,4,7
7192,control,0,9,12.2
7193,treatment,1,8,10
7194,control,0,7,8.2
7195,treatment,1,6,7.2
7196,treatment,1,7,10.2
7197,control,0,2,5
7198,control,0,3,4
7199,treatment,1,3,5
7200,treatment,1,5,6
7201,treatment,1,10,13.2
7202,treatment,1,6,9.2
7203,control,0,4,5
7204,treatment,1,1,4
7205,treatment,1,8,11
7206,treatment,1,1,2
7207,control,0,3,5.2
7208,control,0,4,5.2
7209,treatment,1,10,12.2
7210,control,0,8,10.2
7211,treatment,1,5,8.2
7212,treatment,1,4,6
7213,treatment,1,2,3.2
7214,control,0,6,8
7215,treatment,1,5,8
7216,treatment,1,6,9
7217,treatment,1,8,9
7218,treatment,1,9,12
7219,control,0,5,6.2
7220,control,0,7,9
7221,treatment,1,1,2
7222,treatment,1,3,4.2
7223,treatment,1,2,4
7224,treatment,1,2,4.2
7225,control,0,2,4.2
7226,control,0,4,7.2
7227,control,0,8,9.2
7228,control,0,9,10.2
7229,treatment,1,9,10
7230,control,0,10,11
7231,treatment,1,1,3
7232,control,0,7,10
7233,control,0,3,6.2
7234,control,0,4,6
7235,treatment,1,10,13
7236,control,0,10,12.2
7237,control,0,2,4
7238,control,0,7,8.2
7239,control,0,4,7
7240,treatment,1,6,7
7241,control,0,4,7.2
7242,control,0,8,11.2
7243,control,0,4,6
7244,control,0,9,10.2
7245,control,0,5,6.2
7246,treatment,1,9,11.2
7247,treatment,1,10,13.2
7248,treatment,1,10,12.2
7249,control,0,3,4
7250,control,0,8,10.2
7251,control,0,3,5
7252,treatment,1,1,2
7253,treatment,1,5,7
7254,control,0,10,13.2
7255,treatment,1,9,12
7256,treatment,1,10,13.2
7257,treatment,1,7,10.2
7258,control,0,6,7.2
7259,control,0,8,11.2
7260,treatment,1,1,3
7261,control,0,6,7.2
7262,control,0,6,7.2
7263,treatment,1,6,8
7264,treatment,1,5,7
7265,treatment,1,4,6
7266,control,0,8,10.2
7267,treatment,1,9,11
7268,treatment,1,6,8.2
7269,treatment,1,8,11
7270,treatment,1,6,8
7271,control,0,4,5.2
7272,treatment,1,8,10.2
7273,treatment,1,6,8.2
7274,treatment,1,9,12
7275,treatment,1,2,3.2
7276,treatment,1,6,8.2
7277,control,0,8,11.2
7278,treatment,1,7,9.2
7279,control,0,5,6.2
7280,treatment,1,4,7.2
7281,control,0,5,7
7282,treatment,1,3,5
7283,treatment,1,3,5
7284,treatment,1,3,5
7285,control,0,4,6
7286,control,0,9,12.2
7287,control,0,10,12
7288,treatment,1,6,7.2
7289,treatment,1,5,7
7290,control,0,6,8
7291,treatment,1,2,5.2
7292,control,0,2,4
7293,treatment,1,6,8
7294,control,0,8,9.2
7295,control,0,9,12
7296,control,0,4,7
7297,control,0,3,5
7298,control,0,5,8.2
7299,treatment,1,9,11
7300,control,0,3,6
7301,control,0,8,10.2
7302,control,0,7,9
7303,control,0,2,3.2
7304,control,0,2,4
7305,control,0,7,10
7306,treatment,1,1,2
7307,control,0,5,8
7308,treatment,1,8,9.2
7309,treatment,1,10,13.2
7310,control,0,8,10.2
7311,control,0,8,9.2
7312,control,0,5,7
7313,control,0,9,12
7314,control,0,5,7.2
7315,control,0,3,4
7316,control,0,8,10.2
7317,control,0,11,14.2
7318,treatment,1,3,6
7319,control,0,4,7
7320,control,0,10,11
7321,treatment,1,5,7
7322,control,0,1,2
7323,control,0,3,4
7324,treatment,1,8,11
7325,control,0,3,5
7326,control,0,10,12.2
7327,treatment,1,5,8
7328,control,0,9,10.2
7329,treatment,1,10,11
7330,treatment,1,3,6
7331,control,0,3,4
7332,control,0,4,7.2
7333,treatment,1,2,5.2
7334,treatment,1,5,8.2
7335,control,0,5,6.2
7336,treatment,1,4,6
7337,control,0,3,6
7338,treatment,1,10,12
7339,treatment,1,5,7
7340,control,0,9,11.2
7341,control,0,1,3
7342,treatment,1,2,3.2
7343,control,0,6,9.2
7344,control,0,6,9
7345,treatment,1,10,13
7346,control,0,9,12
7347,treatment,1,1,3
7348,treatment,1,6,7.2
7349,treatment,1,1,3
7350,control,0,4,7.2
7351,treatment,1,6,7
7352,treatment,1,8,11.2
7353,control,0,1,4
7354,control,0,1,3
7355,treatment,1,7,9
7356,treatment,1,7,8
7357,treatment,1,6,9.2
7358,control,0,3,4
7359,treatment,1,5,6
7360,control,0,4,5
7361,control,0,3,4.2
7362,control,0,7,10
