id,group,group_dummy,Y0,Y1
5997,treatment,1,10,13.2
5998,control,0,8,11
5999,treatment,1,5,6.2
6000,treatment,1,9,12.2
6001,treatment,1,8,10.2
6002,control,0,2,5
6003,control,0,7,8
6004,treatment,1,10,13.2
6005,control,0,1,4
6006,treatment,1,11,13.2
6007,treatment,1,5,8.2
6008,treatment,1,3,6.2
6009,treatment,1,2,3.2
6010,treatment,1,5,8.2
6011,treatment,1,7,8.2
6012,treatment,1,9,11.2
6013,treatment,1,9,10.2
6014,treatment,1,3,6.2
6015,control,0,3,4
6016,control,0,8,11
6017,treatment,1,3,4.2
6018,treatment,1,10,12.2
6019,treatment,1,3,5.2
6020,control,0,7,10
6021,treatment,1,6,9.2
6022,treatment,1,11,13.2
6023,control,0,5,7
6024,control,0,1,2
6025,treatment,1,6,8.2
6026,control,0,10,11
6027,control,0,4,7
6028,treatment,1,4,6.2
6029,treatment,1,9,12.2
6030,control,0,2,5
6031,treatment,1,10,11.2
6032,treatment,1,10,12.2
6033,treatment,1,5,6.2
6034,control,0,10,11
6035,control,0,10,13
6036,treatment,1,6,8.2
6037,control,0,3,6
6038,control,0,1,2
6039,control,0,7,10
6040,treatment,1,7,8.2
6041,treatment,1,8,9.2
6042,treatment,1,11,14.2
6043,treatment,1,5,8.2
6044,treatment,1,6,7.2
6045,treatment,1,11,13.2
6046,treatment,1,9,12.2
6047,treatment,1,10,13.2
6048,control,0,6,8
6049,treatment,1,4,6.2
6050,control,0,6,8
6051,treatment,1,7,10.2
6052,treatment,1,4,6.2
6053,treatment,1,5,7.2
6054,control,0,7,8
6055,treatment,1,11,12.2
6056,control,0,3,4
6057,control,0,5,7
6058,treatment,1,11,12.2
6059,control,0,2,4
6060,control,0,2,5
6061,treatment,1,11,13.2
6062,treatment,1,6,8.2
6063,treatment,1,6,9.2
6064,control,0,6,7
6065,treatment,1,7,9.2
6066,control,0,5,6
6067,treatment,1,8,10.2
6068,control,0,2,5
6069,control,0,2,4
6070,control,0,9,12
6071,control,0,7,9
6072,control,0,2,4
6073,control,0,3,5
6074,control,0,6,8
6075,control,0,5,8
6076,treatment,1,2,5.2
6077,control,0,7,10
6078,treatment,1,6,8.2
6079,treatment,1,5,7.2
6080,control,0,1,4
6081,control,0,6,7
6082,treatment,1,10,13.2
6083,treatment,1,5,8.2
6084,treatment,1,6,7.2
6085,control,0,4,5
6086,treatment,1,2,3.2
6087,control,0,10,13
6088,treatment,1,6,9.2
6089,control,0,9,10
6090,treatment,1,4,5.2
6091,treatment,1,9,11.2
6092,control,0,9,12
6093,control,0,9,10
6094,control,0,1,2
6095,treatment,1,4,7.2
6096,treatment,1,3,5.2
6097,treatment,1,5,6.2
6098,control,0,4,5
6099,treatment,1,5,6.2
6100,treatment,1,8,9.2
6101,control,0,7,9
6102,treatment,1,7,10.2
6103,control,0,2,3
6104,control,0,2,4
6105,treatment,1,8,9.2
6106,treatment,1,7,8.2
6107,treatment,1,4,7.2
6108,treatment,1,4,5.2
6109,control,0,8,11
6110,control,0,1,2
6111,treatment,1,4,5.2
6112,treatment,1,9,12.2
6113,treatment,1,4,5.2
6114,treatment,1,8,11.2
6115,treatment,1,2,3.2
6116,control,0,5,6
6117,treatment,1,9,10.2
6118,treatment,1,10,12.2
6119,treatment,1,11,14.2
6120,control,0,8,9
6121,control,0,8,10
6122,treatment,1,9,10.2
6123,control,0,6,7
6124,control,0,3,6
6125,control,0,3,6
6126,treatment,1,10,13.2
6127,control,0,1,4
6128,control,0,8,11
6129,control,0,3,6
6130,treatment,1,9,10.2
6131,treatment,1,7,10.2
6132,treatment,1,5,7.2
6133,treatment,1,8,11.2
6134,control,0,10,11
6135,treatment,1,7,10.2
6136,treatment,1,7,9.2
6137,treatment,1,11,13.2
6138,treatment,1,9,10.2
6139,treatment,1,11,12.2
6140,control,0,7,8
6141,control,0,7,9
6142,control,0,5,6
6143,control,0,4,6
6144,control,0,9,12
6145,treatment,1,10,11.2
6146,treatment,1,6,8.2
6147,control,0,3,5
6148,treatment,1,9,10.2
6149,treatment,1,6,8.2
6150,control,0,1,3
6151,control,0,3,6
6152,treatment,1,2,4.2
6153,control,0,7,8
6154,control,0,4,5
6155,control,0,8,11
6156,control,0,10,12
6157,treatment,1,2,3.2
6158,treatment,1,10,13.2
6159,treatment,1,10,12.2
6160,control,0,8,9
6161,control,0,4,5
6162,control,0,9,12
6163,treatment,1,8,9.2
6164,control,0,1,3
6165,control,0,9,11
6166,control,0,2,3
6167,control,0,3,5
6168,treatment,1,4,5.2
6169,treatment,1,6,7.2
6170,treatment,1,5,8.2
6171,treatment,1,7,8.2
6172,control,0,3,4
6173,treatment,1,3,4.2
6174,control,0,4,7
6175,treatment,1,9,10.2
6176,treatment,1,4,7.2
6177,treatment,1,6,9.2
6178,treatment,1,7,9.2
6179,treatment,1,3,6.2
6180,control,0,10,11
6181,control,0,5,7
6182,control,0,2,4
6183,treatment,1,8,10.2
6184,control,0,4,5
6185,control,0,6,8
6186,treatment,1,5,7.2
6187,control,0,1,3
6188,treatment,1,9,10.2
6189,control,0,10,13
6190,treatment,1,11,13.2
6191,treatment,1,5,8.2
6192,control,0,6,9
6193,control,0,1,2
6194,treatment,1,2,4.2
6195,treatment,1,3,4.2
6196,treatment,1,5,8.2
6197,treatment,1,5,6.2
6198,treatment,1,7,8.2
6199,treatment,1,10,13.2
6200,treatment,1,6,7.2
6201,control,0,10,12
6202,treatment,1,6,7.2
6203,control,0,5,8
6204,control,0,7,9
6205,treatment,1,11,12.2
6206,treatment,1,6,7.2
6207,treatment,1,7,10.2
6208,control,0,3,5
6209,control,0,5,7
6210,treatment,1,7,9.2
6211,control,0,3,5
6212,treatment,1,2,4.2
6213,control,0,8,11
6214,control,0,6,9
6215,treatment,1,6,7.2
6216,treatment,1,5,6.2
6217,control,0,1,3
6218,control,0,2,4
6219,control,0,3,4
6220,control,0,9,11
6221,treatment,1,5,8.2
6222,treatment,1,8,9.2
6223,treatment,1,2,4.2
6224,control,0,1,4
6225,control,0,9,10
6226,control,0,8,11
6227,treatment,1,3,5.2
6228,control,0,1,4
6229,control,0,2,3
6230,control,0,7,10
6231,treatment,1,6,9.2
6232,control,0,5,8
6233,treatment,1,8,10.2
6234,control,0,9,11
6235,control,0,6,8
6236,control,0,6,8
6237,treatment,1,6,7.2
6238,treatment,1,4,7.2
6239,treatment,1,8,11.2
6240,control,0,5,6
6241,treatment,1,11,13.2
6242,treatment,1,11,13.2
6243,control,0,1,3
6244,control,0,3,4
6245,treatment,1,3,4.2
6246,treatment,1,11,14.2
6247,control,0,1,2
6248,control,0,7,10
6249,treatment,1,3,5.2
6250,treatment,1,2,3.2
6251,control,0,9,10
6252,control,0,10,13
6253,treatment,1,11,12.2
6254,control,0,2,4
6255,treatment,1,4,5.2
6256,control,0,3,5
6257,control,0,6,7
6258,control,0,10,13
6259,control,0,1,4
6260,control,0,5,7
6261,treatment,1,11,13.2
6262,control,0,5,6
6263,treatment,1,8,10.2
6264,treatment,1,6,9.2
6265,treatment,1,9,10.2
6266,control,0,8,11
6267,treatment,1,11,14.2
6268,control,0,5,8
6269,control,0,10,11
6270,treatment,1,11,12.2
6271,treatment,1,7,9.2
6272,treatment,1,11,12.2
6273,control,0,9,12
6274,treatment,1,2,3.2
6275,treatment,1,5,8.2
6276,control,0,5,6
6277,control,0,10,12
6278,control,0,2,3
6279,control,0,5,7
6280,control,0,10,12
6281,control,0,5,6
6282,treatment,1,2,5.2
6283,control,0,4,6
6284,control,0,1,4
6285,control,0,8,11
6286,control,0,10,11
6287,treatment,1,6,8.2
6288,control,0,4,7
6289,treatment,1,2,5.2
6290,treatment,1,7,10.2
6291,treatment,1,7,8.2
6292,control,0,9,11
6293,control,0,9,10
6294,control,0,9,10
6295,control,0,8,11
6296,control,0,3,4
6297,control,0,5,7
6298,treatment,1,7,10.2
6299,control,0,5,7
6300,treatment,1,7,8.2
6301,treatment,1,3,4.2
6302,treatment,1,9,11.2
6303,treatment,1,2,3.2
6304,control,0,2,4
6305,treatment,1,9,12.2
6306,control,0,4,6
6307,control,0,7,10
6308,treatment,1,9,12.2
6309,treatment,1,7,9.2
6310,control,0,10,13
6311,control,0,9,11
6312,control,0,3,4
6313,treatment,1,4,5.2
6314,treatment,1,8,10.2
6315,control,0,8,11
6316,treatment,1,8,11.2
6317,treatment,1,6,9.2
6318,treatment,1,4,7.2
6319,treatment,1,5,7.2
6320,treatment,1,5,7.2
6321,control,0,5,8
6322,treatment,1,10,11.2
6323,control,0,5,8
6324,treatment,1,2,3.2
6325,treatment,1,5,7.2
6326,control,0,9,10
6327,control,0,6,9
6328,control,0,8,11
6329,control,0,7,10
6330,treatment,1,7,9.2
6331,control,0,3,4
6332,treatment,1,10,12.2
6333,control,0,6,8
6334,treatment,1,2,4.2
6335,treatment,1,4,7.2
6336,control,0,2,5
6337,treatment,1,3,4.2
6338,treatment,1,8,11.2
6339,treatment,1,11,12.2
6340,treatment,1,3,4.2
6341,control,0,6,8
6342,treatment,1,4,7.2
6343,control,0,6,9
6344,treatment,1,11,14.2
6345,treatment,1,2,5.2
6346,treatment,1,8,9.2
6347,control,0,8,11
6348,treatment,1,7,9.2
6349,treatment,1,5,7.2
6350,treatment,1,3,4.2
6351,treatment,1,10,11.2
6352,treatment,1,8,11.2
6353,treatment,1,5,6.2
6354,control,0,8,10
6355,control,0,4,6
6356,control,0,5,7
6357,control,0,2,3
6358,control,0,10,12
6359,control,0,6,7
6360,treatment,1,4,5.2
6361,treatment,1,2,4.2
6362,control,0,8,10
6363,control,0,8,9
6364,control,0,9,10
6365,treatment,1,10,12.2
6366,control,0,7,9
6367,treatment,1,2,4.2
6368,treatment,1,11,13.2
6369,control,0,5,6
6370,treatment,1,10,12.2
6371,treatment,1,10,12.2
6372,control,0,7,9
6373,control,0,3,4
6374,treatment,1,3,6.2
6375,treatment,1,6,9.2
6376,control,0,3,4
6377,treatment,1,3,4.2
6378,control,0,3,5
6379,control,0,2,4
6380,control,0,7,8
6381,control,0,7,9
6382,control,0,1,3
6383,treatment,1,8,9.2
6384,treatment,1,7,10.2
6385,control,0,9,11
6386,treatment,1,7,8.2
6387,treatment,1,8,11.2
6388,treatment,1,7,10.2
6389,control,0,3,4
6390,treatment,1,11,12.2
6391,treatment,1,2,5.2
6392,treatment,1,2,5.2
6393,treatment,1,4,6.2
6394,treatment,1,5,7.2
6395,control,0,4,5
6396,treatment,1,3,4.2
6397,control,0,7,9
6398,treatment,1,6,9.2
6399,control,0,3,6
6400,control,0,9,12
6401,control,0,9,11
6402,treatment,1,3,6.2
6403,control,0,6,8
6404,treatment,1,5,6.2
6405,control,0,6,7
6406,control,0,4,6
6407,control,0,7,8
6408,treatment,1,2,5.2
6409,control,0,5,6
6410,control,0,2,3
6411,treatment,1,2,3.2
6412,treatment,1,9,11.2
6413,treatment,1,5,7.2
6414,treatment,1,4,6.2
6415,treatment,1,5,8.2
6416,control,0,9,11
6417,control,0,2,4
6418,control,0,7,10
6419,control,0,8,9
6420,control,0,9,12
6421,treatment,1,3,5.2
6422,control,0,2,4
6423,treatment,1,3,5.2
6424,treatment,1,6,8.2
6425,treatment,1,4,6.2
6426,control,0,2,5
6427,treatment,1,11,13.2
6428,treatment,1,6,9.2
6429,control,0,1,4
6430,control,0,1,3
6431,treatment,1,6,7.2
6432,control,0,4,7
6433,control,0,7,8
6434,control,0,5,6
6435,control,0,4,5
6436,control,0,9,12
6437,treatment,1,7,9.2
6438,treatment,1,4,6.2
6439,treatment,1,11,13.2
6440,control,0,6,7
6441,treatment,1,4,7.2
6442,control,0,7,8
6443,control,0,1,4
6444,treatment,1,10,11.2
6445,treatment,1,10,11.2
6446,treatment,1,10,11.2
6447,treatment,1,10,11.2
6448,control,0,7,8
6449,control,0,9,12
6450,treatment,1,3,5.2
6451,treatment,1,10,13.2
6452,control,0,9,12
6453,control,0,6,8
6454,treatment,1,5,6.2
6455,control,0,1,2
6456,control,0,7,8
6457,control,0,5,6
6458,control,0,7,10
6459,treatment,1,4,6.2
6460,control,0,4,5
6461,control,0,8,10
6462,treatment,1,11,13.2
6463,control,0,7,10
6464,treatment,1,10,12.2
6465,control,0,2,4
6466,treatment,1,5,7.2
6467,control,0,4,5
6468,treatment,1,3,6.2
6469,treatment,1,11,13.2
6470,treatment,1,3,4.2
6471,treatment,1,8,9.2
6472,control,0,1,4
6473,treatment,1,5,8.2
6474,control,0,6,9
6475,treatment,1,9,12.2
6476,treatment,1,7,10.2
6477,control,0,9,11
6478,control,0,5,6
6479,treatment,1,4,5.2
6480,treatment,1,9,10.2
6481,control,0,3,4
6482,control,0,3,6
6483,control,0,6,9
6484,treatment,1,7,9.2
6485,treatment,1,10,11.2
6486,control,0,5,8
6487,treatment,1,10,12.2
6488,treatment,1,8,11.2
6489,treatment,1,4,6.2
6490,treatment,1,4,5.2
6491,control,0,4,7
6492,treatment,1,8,9.2
6493,control,0,8,10
6494,control,0,2,3
6495,control,0,1,4
6496,treatment,1,3,6.2
6497,treatment,1,9,10.2
6498,control,0,2,3
6499,treatment,1,3,6.2
6500,control,0,7,9
6501,treatment,1,6,8.2
6502,control,0,2,5
6503,treatment,1,4,7.2
6504,control,0,7,10
6505,control,0,9,10
6506,treatment,1,9,10.2
6507,treatment,1,6,7.2
6508,control,0,7,8
6509,control,0,1,3
6510,control,0,3,6
6511,treatment,1,9,11.2
6512,control,0,8,11
6513,control,0,8,11
6514,control,0,8,11
6515,treatment,1,11,13.2
6516,control,0,3,5
6517,treatment,1,4,6.2
6518,control,0,9,10
6519,control,0,8,11
6520,control,0,2,5
6521,treatment,1,3,6.2
6522,treatment,1,10,11.2
6523,control,0,3,4
6524,treatment,1,11,13.2
6525,treatment,1,2,4.2
6526,control,0,5,8
6527,treatment,1,7,8.2
6528,control,0,5,6
6529,treatment,1,2,4.2
6530,control,0,9,11
6531,control,0,10,11
6532,control,0,1,3
6533,treatment,1,7,10.2
6534,control,0,1,4
6535,treatment,1,2,4.2
6536,treatment,1,9,10.2
6537,treatment,1,6,8.2
6538,treatment,1,11,12.2
6539,treatment,1,4,6.2
6540,control,0,6,9
6541,treatment,1,9,10.2
6542,treatment,1,9,11.2
6543,treatment,1,9,10.2
6544,treatment,1,5,8.2
6545,treatment,1,5,8.2
6546,control,0,1,2
6547,treatment,1,5,8.2
6548,control,0,10,11
6549,control,0,10,12
6550,control,0,6,8
6551,control,0,7,10
6552,control,0,10,13
6553,control,0,3,5
6554,control,0,4,5
6555,treatment,1,5,6.2
6556,treatment,1,2,3.2
6557,control,0,6,8
6558,control,0,7,8
6559,treatment,1,8,10.2
6560,treatment,1,5,6.2
6561,control,0,1,4
6562,control,0,1,4
6563,control,0,3,4
6564,control,0,10,12
6565,treatment,1,11,14.2
6566,control,0,5,8
6567,control,0,10,12
6568,treatment,1,7,9.2
6569,control,0,3,6
6570,control,0,4,6
6571,control,0,7,9
6572,control,0,8,10
6573,control,0,3,6
6574,treatment,1,4,5.2
6575,treatment,1,5,8.2
6576,control,0,4,5
6577,control,0,7,8
6578,treatment,1,7,10.2
6579,control,0,8,10
6580,treatment,1,4,5.2
6581,control,0,3,4
6582,treatment,1,11,13.2
6583,control,0,10,11
6584,treatment,1,11,13.2
6585,control,0,4,7
6586,treatment,1,4,5.2
6587,treatment,1,2,4.2
6588,treatment,1,7,9.2
6589,control,0,3,6
6590,treatment,1,5,6.2
6591,control,0,6,9
6592,control,0,6,7
6593,control,0,2,3
6594,treatment,1,2,5.2
6595,control,0,4,5
6596,treatment,1,6,8.2
6597,treatment,1,2,5.2
6598,treatment,1,7,10.2
6599,control,0,3,4
6600,treatment,1,7,8.2
6601,control,0,2,5
6602,control,0,1,2
6603,treatment,1,10,11.2
6604,control,0,3,4
6605,control,0,4,7
6606,control,0,3,6
6607,control,0,2,5
6608,control,0,10,12
6609,treatment,1,7,9.2
6610,treatment,1,10,12.2
6611,treatment,1,11,12.2
6612,control,0,6,7
6613,control,0,9,12
6614,treatment,1,11,14.2
6615,treatment,1,9,11.2
6616,treatment,1,7,10.2
6617,control,0,2,3
6618,treatment,1,8,10.2
6619,treatment,1,11,13.2
6620,treatment,1,10,13.2
6621,treatment,1,3,4.2
6622,treatment,1,11,14.2
6623,treatment,1,8,11.2
6624,control,0,1,2
6625,control,0,4,6
6626,control,0,3,5
6627,treatment,1,7,9.2
6628,treatment,1,6,8.2
6629,treatment,1,8,9.2
6630,control,0,1,4
6631,control,0,5,8
6632,treatment,1,8,10.2
6633,treatment,1,8,11.2
6634,treatment,1,5,7.2
6635,treatment,1,9,12.2
6636,control,0,8,9
6637,control,0,5,8
6638,control,0,5,8
6639,treatment,1,8,10.2
6640,treatment,1,8,10.2
6641,control,0,9,10
6642,control,0,2,4
6643,treatment,1,3,5.2
6644,treatment,1,5,7.2
6645,treatment,1,2,4.2
6646,control,0,6,8
6647,treatment,1,7,8.2
6648,control,0,10,12
6649,treatment,1,6,8.2
6650,control,0,9,10
6651,control,0,1,4
6652,control,0,3,5
6653,treatment,1,3,5.2
6654,treatment,1,9,11.2
6655,control,0,8,9
6656,control,0,3,6
6657,treatment,1,6,9.2
6658,control,0,10,11
6659,treatment,1,8,10.2
6660,treatment,1,2,5.2
6661,treatment,1,8,9.2
6662,treatment,1,11,14.2
6663,control,0,8,9
6664,control,0,1,4
6665,control,0,4,7
6666,control,0,7,10
6667,control,0,1,3
6668,control,0,8,10
6669,control,0,1,3
6670,treatment,1,11,13.2
6671,treatment,1,11,13.2
6672,control,0,1,2
6673,control,0,9,10
6674,control,0,7,8
6675,control,0,2,4
6676,control,0,3,6
6677,treatment,1,8,9.2
6678,treatment,1,11,14.2
6679,treatment,1,7,8.2
6680,treatment,1,9,12.2
6681,treatment,1,3,5.2
6682,control,0,4,6
6683,treatment,1,5,8.2
6684,treatment,1,3,4.2
6685,control,0,8,11
6686,treatment,1,3,4.2
6687,control,0,5,8
6688,treatment,1,5,7.2
6689,treatment,1,7,9.2
6690,control,0,7,10
6691,treatment,1,6,9.2
6692,control,0,4,7
6693,control,0,7,9
6694,treatment,1,11,13.2
6695,control,0,9,11
6696,treatment,1,2,4.2
6697,treatment,1,9,11.2
6698,control,0,1,3
6699,control,0,10,11
6700,treatment,1,3,5.2
6701,treatment,1,2,3.2
6702,control,0,5,7
6703,treatment,1,8,10.2
6704,control,0,3,5
6705,treatment,1,4,7.2
6706,treatment,1,3,5.2
6707,treatment,1,10,13.2
6708,treatment,1,9,10.2
6709,treatment,1,11,13.2
6710,control,0,1,2
6711,control,0,4,7
6712,control,0,1,2
6713,treatment,1,7,10.2
6714,control,0,2,3
6715,control,0,3,6
6716,control,0,6,7
6717,treatment,1,2,4.2
6718,control,0,8,10
6719,control,0,9,12
6720,control,0,8,9
6721,treatment,1,2,5.2
6722,treatment,1,3,4.2
6723,control,0,1,3
6724,treatment,1,2,3.2
6725,control,0,9,12
6726,control,0,1,2
6727,treatment,1,4,5.2
6728,treatment,1,8,10.2
6729,treatment,1,8,10.2
6730,control,0,7,9
6731,control,0,3,4
6732,control,0,10,11
6733,control,0,3,4
6734,control,0,5,8
6735,control,0,9,12
6736,control,0,4,6
6737,treatment,1,2,5.2
6738,treatment,1,7,9.2
6739,control,0,7,9
6740,treatment,1,8,9.2
6741,treatment,1,7,8.2
6742,treatment,1,8,9.2
6743,treatment,1,7,10.2
6744,control,0,2,4
6745,treatment,1,3,6.2
6746,treatment,1,9,11.2
6747,control,0,8,11
6748,treatment,1,6,7.2
6749,treatment,1,4,7.2
6750,treatment,1,10,12.2
6751,control,0,1,3
6752,treatment,1,7,10.2
6753,treatment,1,8,10.2
6754,treatment,1,4,5.2
6755,control,0,5,8
6756,control,0,2,5
6757,treatment,1,11,14.2
6758,control,0,6,9
6759,treatment,1,2,5.2
6760,control,0,5,6
6761,control,0,5,8
6762,treatment,1,7,9.2
6763,control,0,5,7
6764,control,0,6,8
6765,control,0,5,7
6766,control,0,1,4
6767,control,0,2,3
6768,treatment,1,2,5.2
6769,treatment,1,5,7.2
6770,treatment,1,10,12.2
6771,treatment,1,11,13.2
6772,control,0,10,13
6773,control,0,8,11
6774,control,0,6,8
6775,treatment,1,9,11.2
6776,treatment,1,6,8.2
6777,treatment,1,6,9.2
6778,treatment,1,3,4.2
6779,control,0,6,7
6780,control,0,3,4
6781,treatment,1,7,8.2
6782,control,0,5,8
6783,treatment,1,7,9.2
6784,control,0,10,13
6785,control,0,8,9
6786,treatment,1,7,8.2
6787,treatment,1,5,7.2
6788,treatment,1,8,10.2
6789,treatment,1,8,10.2
6790,treatment,1,11,14.2
6791,control,0,7,10
6792,treatment,1,3,4.2
6793,treatment,1,10,13.2
6794,control,0,4,7
6795,control,0,2,3
6796,control,0,4,6
6797,treatment,1,9,12.2
6798,control,0,7,10
6799,control,0,6,9
6800,control,0,9,12
6801,control,0,8,9
6802,control,0,5,8
6803,treatment,1,7,10.2
6804,control,0,10,11
6805,control,0,9,10
6806,treatment,1,2,4.2
6807,treatment,1,10,11.2
6808,treatment,1,10,11.2
6809,control,0,6,7
6810,treatment,1,5,8.2
6811,control,0,4,5
6812,treatment,1,9,11.2
6813,control,0,8,9
6814,treatment,1,3,4.2
6815,treatment,1,9,11.2
6816,treatment,1,8,9.2
6817,control,0,10,12
6818,treatment,1,7,8.2
6819,treatment,1,9,12.2
6820,treatment,1,6,7.2
6821,treatment,1,6,8.2
6822,control,0,1,2
6823,control,0,4,5
6824,treatment,1,3,5.2
6825,treatment,1,8,9.2
6826,control,0,2,5
6827,control,0,2,5
6828,control,0,3,6
6829,control,0,2,4
6830,treatment,1,5,8.2
6831,control,0,8,11
6832,control,0,9,10
6833,treatment,1,4,6.2
6834,treatment,1,5,7.2
6835,treatment,1,5,6.2
6836,control,0,4,5
6837,control,0,6,7
6838,treatment,1,5,6.2
6839,control,0,8,10
6840,control,0,9,10
6841,treatment,1,9,11.2
6842,control,0,3,5
6843,control,0,7,8
6844,treatment,1,4,7.2
6845,control,0,6,9
6846,treatment,1,11,13.2
6847,control,0,7,10
6848,treatment,1,8,10.2
6849,control,0,3,5
6850,control,0,1,3
6851,treatment,1,5,7.2
6852,treatment,1,3,5.2
6853,control,0,6,9
6854,treatment,1,2,3.2
6855,treatment,1,4,5.2
6856,control,0,10,12
6857,control,0,6,8
6858,control,0,6,8
6859,treatment,1,11,14.2
6860,treatment,1,3,4.2
6861,control,0,9,12
6862,treatment,1,5,6.2
6863,control,0,1,4
6864,treatment,1,8,9.2
6865,treatment,1,10,12.2
6866,control,0,2,3
6867,treatment,1,4,7.2
6868,treatment,1,3,4.2
6869,control,0,10,11
6870,treatment,1,6,7.2
6871,treatment,1,2,4.2
6872,treatment,1,8,10.2
6873,treatment,1,9,11.2
6874,control,0,4,5
6875,control,0,8,11
6876,control,0,3,5
6877,control,0,2,3
6878,control,0,3,4
6879,treatment,1,10,12.2
6880,control,0,8,9
6881,control,0,1,3
6882,control,0,2,3
6883,control,0,8,11
6884,treatment,1,11,13.2
6885,control,0,5,7
6886,treatment,1,9,10.2
6887,treatment,1,2,3.2
6888,treatment,1,6,7.2
6889,control,0,7,8
6890,treatment,1,11,12.2
6891,control,0,9,10
6892,control,0,4,7
6893,control,0,1,3
6894,control,0,2,3
6895,control,0,4,5
6896,treatment,1,2,4.2
6897,treatment,1,9,10.2
6898,treatment,1,11,14.2
6899,treatment,1,2,4.2
6900,treatment,1,4,6.2
6901,treatment,1,4,6.2
6902,control,0,9,10
6903,control,0,2,3
6904,treatment,1,5,8.2
6905,control,0,3,4
6906,control,0,8,10
6907,treatment,1,5,6.2
6908,control,0,8,10
6909,treatment,1,4,6.2
6910,treatment,1,10,13.2
6911,treatment,1,6,7.2
6912,control,0,1,4
6913,control,0,10,13
6914,control,0,8,10
6915,treatment,1,11,12.2
6916,treatment,1,7,9.2
6917,treatment,1,4,7.2
6918,treatment,1,3,6.2
6919,control,0,8,10
6920,treatment,1,4,6.2
6921,control,0,6,7
6922,control,0,3,5
6923,control,0,5,8
6924,control,0,3,4
6925,treatment,1,2,3.2
6926,treatment,1,4,5.2
6927,treatment,1,5,7.2
6928,control,0,3,4
6929,treatment,1,8,10.2
6930,control,0,7,9
6931,control,0,3,6
6932,control,0,9,10
6933,control,0,6,7
6934,control,0,4,6
6935,treatment,1,11,13.2
6936,control,0,2,4
6937,control,0,1,3
6938,control,0,3,5
6939,treatment,1,7,10.2
6940,treatment,1,6,9.2
6941,treatment,1,2,3.2
6942,treatment,1,6,8.2
6943,treatment,1,5,8.2
6944,control,0,7,8
6945,treatment,1,3,6.2
6946,treatment,1,9,12.2
6947,treatment,1,10,12.2
6948,control,0,4,7
6949,treatment,1,11,12.2
6950,control,0,9,12
6951,control,0,3,6
6952,control,0,2,3
6953,treatment,1,4,6.2
6954,treatment,1,8,9.2
6955,control,0,6,9
6956,control,0,3,4
6957,control,0,4,7
6958,treatment,1,10,13.2
6959,treatment,1,3,5.2
6960,treatment,1,6,7.2
6961,control,0,5,6
6962,control,0,10,12
6963,control,0,5,6
6964,control,0,6,9
6965,treatment,1,5,7.2
6966,treatment,1,9,12.2
6967,treatment,1,10,11.2
6968,control,0,6,7
6969,treatment,1,4,7.2
6970,control,0,8,9
6971,treatment,1,11,14.2
6972,control,0,7,9
6973,control,0,8,10
6974,control,0,1,2
6975,treatment,1,11,12.2
6976,control,0,7,8
6977,treatment,1,3,6.2
6978,control,0,10,11
6979,control,0,4,7
6980,treatment,1,8,9.2
6981,treatment,1,8,10.2
6982,treatment,1,6,9.2
6983,treatment,1,4,5.2
6984,treatment,1,3,6.2
6985,treatment,1,7,8.2
6986,control,0,1,3
6987,control,0,8,10
6988,treatment,1,2,5.2
6989,control,0,7,10
6990,treatment,1,11,12.2
6991,treatment,1,8,10.2
6992,control,0,9,10
6993,control,0,8,9
6994,treatment,1,4,6.2
6995,treatment,1,4,6.2
6996,control,0,6,7
6997,treatment,1,2,5.2
6998,treatment,1,2,5.2
6999,control,0,1,4
7000,treatment,1,6,8.2
7001,treatment,1,9,11.2
7002,treatment,1,9,12.2
7003,control,0,8,9
7004,control,0,6,9
7005,treatment,1,7,8.2
7006,treatment,1,9,10.2
7007,treatment,1,3,6.2
7008,treatment,1,6,9.2
7009,control,0,6,7
7010,control,0,7,9
7011,control,0,5,8
7012,treatment,1,6,7.2
7013,treatment,1,10,11.2
7014,treatment,1,10,12.2
7015,control,0,9,11
7016,treatment,1,2,5.2
7017,control,0,9,11
7018,control,0,4,7
7019,treatment,1,8,9.2
